"" "accomplished" "active" "admirable" "adorable" "adventurous" "affectionate" "afraid" "agreeable" "alert" "alone" "angry" "annoyed" "anxious" "appealing" "appreciated" "appreciative" "argumentative" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "big" "bitter" "blind" "bold" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "caring" "casual" "cautious" "certain" "charming" "cheerful" "chubby" "clean" "clumsy" "cold" "comfortable" "compassionate" "complaining" "complicated" "conceited" "confident" "confused" "considerate" "cool" "courageous" "crazy" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "demanding" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disrespectful" "distinguished" "disturbed" "dominant" "dumb" "eager" "elderly" "embarrassed" "embarrassing" "emotional" "employed" "encouraged" "encouraging" "energetic" "evil" "excellent" "exceptional" "excited" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "foolish" "forgetful" "fortunate" "forward" "friendly" "frightening" "furious" "generous" "gentle" "genuine" "giving" "glad" "good" "good-natured" "gorgeous" "graceful" "gracious" "grateful" "great" "greedy" "handsome" "happy" "hard" "harmless" "healthy" "helpful" "helpless" "honest" "hopeful" "hostile" "ignorant" "immature" "impatient" "important" "impressive" "independent" "inexperienced" "influential" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "jealous" "kind" "laughing" "lazy" "liberal" "little" "lively" "lonely" "loud" "loving" "loyal" "lucky" "mature" "mean" "modest" "moody" "natural" "neat" "needy" "negative" "neglected" "nervous" "nice" "obnoxious" "observant" "offensive" "old" "old-fashioned" "open" "ordinary" "original" "outspoken" "overworked" "passionate" "pathetic" "patient" "peaceful" "persistent" "plain" "pleasant" "pleased" "polite" "poor" "popular" "powerful" "practical" "preoccupied" "pretty" "private" "professional" "prominent" "proper" "prosperous" "proud" "quiet" "reasonable" "reckless" "religious" "remarkable" "respectable" "respected" "responsible" "retarded" "rich" "ridiculous" "rough" "rude" "rushed" "sad" "sarcastic" "satisfied" "scared" "secure" "selfish" "sensible" "sensitive" "serious" "shallow" "short" "shy" "sincere" "skinny" "sleepy" "slender" "social" "stable" "straightforward" "strange" "strict" "strong" "superstitious" "surprised" "sweet" "tall" "terrible" "terrific" "thankful" "thin" "thinking" "thorough" "thoughtful" "tiny" "tired" "troubled" "trusted" "trusting" "trustworthy" "uncomfortable" "understanding" "unhappy" "unlucky" "unpopular" "unreasonable" "unusual" "useful" "valuable" "violent" "warm" "weak" "weird" "well" "well-known" "wise" "wonderful" "worthy" "young" "youthful" "sentimental" "suspicious" "unfair"
"furious" 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"generous" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 3 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"gentle" 0 0 0 0 0 0 0 0 0 4 1 0 1 1 0 0 0 0 1 0 1 1 0 3 3 0 1 1 0 0 4 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 3 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 1 1 0 7 0 0 1 0 0 6 0 0 2 5 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 8 0 1 0 2 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 6 1 1 0 0 1 0 0 0 1 1 0 1 1 0 0 6 0 0 0 0 3 0 0 0 0 1 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 3 1 0 4 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 3 0 0 0 0 3 0 0 1 1
"genuine" 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"giving" 0 0 1 0 0 0 0 0 0 3 3 0 2 0 0 0 0 0 1 0 0 0 1 3 0 0 1 1 1 0 1 0 1 1 0 0 1 0 1 1 4 1 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 2 0 4 0 0 0 0 0 0 1 1 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 1 5 1 0 0 1 0 7 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 5 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 4 0 2 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 1 1 0 0 0 2 0 1 1 0 1 0 3 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 1 0 1 3 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 8 1 0 0 1 6 0 0 0 0
"glad" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 4 2 0 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 2 1 0 0 4 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 3 0 0 0 0
"good" 1 2 3 1 1 3 8 4 1 25 6 1 8 3 1 2 0 2 2 0 3 3 1 17 6 2 3 1 3 4 14 1 5 5 3 3 6 1 0 1 13 4 3 0 3 1 17 1 5 0 1 0 2 1 1 2 1 0 7 6 6 0 1 1 1 0 3 4 3 6 2 2 1 0 4 0 0 1 2 1 1 1 4 2 2 1 7 1 1 3 1 2 5 13 6 3 3 0 1 1 9 3 2 1 4 10 5 1 2 3 7 1 5 4 0 2 0 1 5 0 44 1 6 12 19 0 5 2 3 8 2 1 3 1 2 5 1 1 1 0 12 1 0 5 1 1 1 19 4 1 0 59 2 2 4 4 2 1 2 15 1 2 11 3 1 1 2 1 1 1 1 2 41 2 17 1 2 1 1 2 0 5 3 2 10 6 4 2 27 4 3 2 1 18 6 2 1 2 4 3 14 1 1 1 12 5 1 2 1 3 2 8 2 4 4 0 6 1 2 1 3 2 3 0 21 1 1 0 0 0 2 1 1 8 0 28 0 5 8 2 9 0 3 4 4 1 2 0 2 9 2 3 0 1 3 8 0 0 1 4 8 1 2 3 9 1 41 2 2 3 5 28 2 1 1 1
"good-natured" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0
"gorgeous" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"graceful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"gracious" 1 0 1 1 0 1 1 0 0 2 2 0 2 0 0 1 0 0 0 0 0 0 0 2 1 0 0 1 1 0 2 0 0 0 1 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 2 0 0 1 0 0 1 0 5 0 0 0 0 0 6 0 0 0 2 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 1 4 1 0 0 4 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 3 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 2 0 0 0 1 1 4 0 0 1 2 2 0 0 0 0
"grateful" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"great" 0 3 4 1 1 3 5 3 1 19 7 1 8 1 1 2 1 2 5 0 1 4 1 12 10 1 5 6 5 5 12 1 5 5 3 2 6 0 1 1 13 2 4 1 2 2 15 0 4 2 1 0 3 2 1 6 2 1 14 9 9 0 1 0 1 2 3 5 4 6 2 1 1 0 4 2 0 4 1 1 1 0 4 3 3 2 5 2 0 3 1 1 4 5 2 3 2 1 1 1 8 3 2 2 4 11 5 1 2 2 6 1 7 2 44 0 2 1 6 0 0 1 7 9 16 1 4 0 3 7 1 1 5 0 4 2 1 1 1 1 8 0 1 5 1 0 0 19 3 0 1 58 1 5 9 4 1 1 0 14 0 1 12 2 1 0 2 1 0 0 2 1 46 2 20 1 1 0 1 4 0 7 3 2 4 3 1 5 26 5 4 1 1 14 7 2 1 3 3 2 20 1 2 0 10 3 0 3 0 5 2 9 1 5 2 0 5 1 0 0 2 2 1 1 19 0 0 1 0 1 1 2 1 7 1 31 1 4 7 5 8 1 1 7 7 1 2 1 1 7 1 2 1 2 2 4 0 1 0 3 6 2 4 2 7 2 37 1 3 6 4 30 1 0 1 1
"greedy" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"handsome" 0 2 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 2 1 0 0 2 0 1 2 0 0 0 1 0 1 0 0 0 3 0 2 1 0 0 0 0 0 2 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 2 1 0 1 0 0 0 0 1 6 0 0 0 0 0 7 0 0 1 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 1 0 0 0 4 1 0 0 10 0 1 1 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 1 0 2 1 0 0 0 0 2 7 0 0 0 1 3 0 0 0 1 0 1 1 0 0 0 6 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 5 0 0 0 1 1 0 0 3 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 2 0 0 0 0 4 0 0 0 0
"happy" 0 0 0 0 0 1 1 0 0 8 1 0 2 0 0 0 1 0 0 0 0 1 0 0 4 0 0 0 0 0 5 1 2 0 1 0 2 0 0 1 1 1 1 1 0 0 3 0 2 0 0 0 1 2 0 0 0 0 3 0 4 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 0 0 2 2 4 1 0 1 0 2 3 1 0 1 0 1 2 0 0 1 2 0 1 1 12 0 1 0 0 1 9 0 1 0 3 0 0 0 0 0 0 0 4 0 1 1 0 0 0 0 3 0 0 0 0 1 0 5 0 0 0 18 0 0 0 1 1 0 0 2 0 0 3 1 0 0 0 0 0 0 0 1 9 0 3 0 1 1 0 0 0 2 1 0 3 1 1 4 9 0 1 0 0 6 1 0 0 0 3 1 7 0 0 0 3 1 0 0 0 2 1 2 1 2 2 0 3 0 1 1 0 0 0 0 2 0 1 0 0 0 1 0 1 5 0 7 0 0 1 1 0 0 0 0 1 1 0 1 0 2 0 1 0 1 0 3 0 0 0 1 3 0 1 2 1 0 8 1 0 3 1 8 0 0 0 0
"hard" 2 0 0 0 0 3 3 2 0 8 5 0 3 1 1 0 0 1 3 0 2 2 0 7 5 1 2 2 2 2 8 0 2 2 0 0 1 0 2 0 2 1 2 0 1 0 6 0 1 1 0 0 2 2 0 2 0 1 3 2 2 1 0 0 0 1 2 3 2 3 2 1 0 1 1 1 1 1 2 0 0 1 0 1 0 1 0 1 1 2 1 1 1 4 3 2 2 0 0 0 2 1 0 0 2 6 1 1 2 0 5 1 1 0 19 0 0 0 2 1 16 0 2 3 0 0 0 1 1 4 1 0 2 0 1 2 0 0 0 0 3 0 0 1 0 2 1 5 2 1 0 27 0 3 4 2 0 0 0 6 0 0 5 0 1 0 1 0 1 1 1 1 21 1 10 0 1 0 0 2 1 3 1 1 3 3 1 1 14 3 2 0 0 7 1 1 0 1 2 0 7 0 0 0 7 1 0 0 0 1 1 0 0 3 0 0 0 2 2 1 2 0 1 0 9 0 0 0 0 0 1 0 0 5 1 12 1 2 6 3 5 1 1 3 1 1 2 0 0 3 0 2 0 0 1 1 0 0 0 0 1 1 1 3 3 0 17 1 2 1 3 12 1 1 0 1
"harmless" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0
"healthy" 0 0 0 0 1 1 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 5 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 2 1 0 0 0 2 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 4 0 0 0 0 2 0 0 0 0
"helpful" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"helpless" 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 3 0 1 0 0 0 0 2 0 0 0 0
"honest" 1 0 1 0 0 0 2 0 0 2 1 0 1 1 0 0 0 0 0 0 0 1 0 3 0 0 0 3 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 3 0 0 1 0 1 0 2 0 0 1 0 1 0 1 1 0 0 1 0 2 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 8 0 0 0 0 0 7 0 0 0 4 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 1 1 0 9 1 1 1 0 1 1 1 2 0 0 3 0 0 0 1 0 2 0 0 0 7 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 4 2 1 0 0 2 2 0 0 0 0 0 3 0 0 2 0 2 0 1 0 0 0 1 0 2 0 1 0 0 0 0 0 0 1 0 5 0 0 0 1 0 1 0 0 1 0 3 1 1 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 10 0 1 1 0 6 1 0 0 0
