"" "#-alone" "#-bad" "#-cruel" "#-determined" "#-handsome" "#-plain" "#-pretty" "#-rich" "#-satisfied" "#-serious" "accomplished" "active" "admirable" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "bitter" "blind" "bold" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "concerned" "confident" "confused" "conscientious" "considerate" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "disrespectful" "distinguished" "eager" "embarrassed" "embarrassing" "encouraging" "entertaining" "evil" "excellent" "excited" "exciting" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "feminine" "fine" "foolish" "forgetful" "fortunate" "forward" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "helpless" "honest" "hopeful" "humorous" "ignorant" "impatient" "important" "incompetent" "inconsiderate" "independent" "inexperienced" "innocent" "intellectual" "intelligent" "interested" "interesting" "involved" "irrational" "irritated" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "loyal" "lucky" "mean" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "offensive" "old" "open" "ordinary" "original" "pathetic" "persuasive" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "prejudiced" "pretty" "private" "professional" "prominent" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "respectful" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "shy" "sincere" "smart" "sociable" "social" "spontaneous" "stable" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "tough" "uncomfortable" "unemployed" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "wise" "wonderful" "worthy" "young" "violent" "wasteful" "well" "spoiled"
"artificial" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0
"ashamed" 0 0 0 0 0 0 0 0 0 0 1 2 0 1 5 4 0 1 1 1 0 4 4 1 0 1 0 1 1 2 4 0 1 1 0 0 0 0 1 2 0 0 1 3 0 1 0 4 1 1 0 1 1 1 0 0 1 2 3 0 0 0 0 0 1 0 0 1 2 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 2 0 0 0 1 5 0 1 0 0 0 5 0 0 0 0 1 1 1 0 6 15 0 0 3 12 2 7 0 2 0 0 0 2 2 5 0 1 1 0 0 0 0 0 1 0 0 0 0 0 3 0 2 16 0 0 1 1 0 1 1 4 3 0 1 0 3 0 0 5 2 0 0 0 0 1 0 3 2 1 0 6 0 2 0 0 0 3 1 0 0 2 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 2 1 4 0 0 3 4 2 1 0 0 1 0 1 0 2 0 3 2 0 0 0 1 0 0 1 0 0 2 0 1 0 1 1 0 0 0 0 2 1 2 2 2 0 2 0 0 2 1 10 0 0 0 0
"attentive" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 2 4 0 0 0 6 0 3 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 0 3 1 0 0 1 0 0 0 3 1 0 0 0 0 2 1 1 0 0 1 0 0 1 0 1 2 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 3 0 0 0 0
"attractive" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 3 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 3 0 0 0 0
"awake" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 1 0 0 3 0 0 0 0 0 1 0 1 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 1 1 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 4 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0
"awful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 4 1 0 0 0 1 1 1 0 2 3 0 0 0 3 2 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 3 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 3 2 0 0 0 0 0 0 1 2 0 0 3 0 0 0 0 0 2 2 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 1 0 4 0 0 0 0
"awkward" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 0 0 1 0 1 2 1 0 1 1 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 2 3 0 0 0 3 1 4 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 1 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 3 0 0 0 0
"bad" 1 0 1 0 0 1 0 1 0 0 0 4 1 2 8 9 0 3 2 1 0 2 6 0 4 0 1 1 0 1 0 2 2 1 1 0 1 2 2 6 0 0 0 5 0 0 3 7 6 2 0 0 0 2 0 1 1 2 2 0 1 0 0 0 4 0 0 1 3 0 4 5 2 3 0 0 1 0 1 3 0 0 2 0 2 6 0 0 0 0 10 1 3 0 1 1 10 3 1 2 1 1 1 5 2 8 32 1 0 3 24 5 14 1 1 2 0 0 1 2 3 0 1 1 0 0 0 0 2 3 1 0 0 1 0 5 1 3 31 2 0 2 1 0 1 1 6 6 1 0 0 1 0 1 11 3 0 0 0 0 1 1 9 4 3 0 17 0 1 0 0 1 7 3 0 1 9 1 1 1 6 2 1 0 4 1 0 0 2 0 1 1 3 0 10 0 5 4 4 9 0 1 0 1 2 1 1 0 1 10 2 1 4 1 5 1 1 1 1 0 2 0 0 2 2 3 0 0 1 0 5 2 3 1 7 2 0 1 0 3 1 20 0 0 2 0
"beautiful" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 1 0 0 1 1 0 0 1 0 0 0 0 2 0 0 0 0 1 1 1 1 2 0 1 0 2 0 0 4 0 3 3 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 2 1 0 1 3 1 1 0 1 0 0 0 2 0 0 0 0 2 2 0 0 0 0 1 0 0 2 0 0 6 1 0 0 0 0 0 1 1 4 5 0 0 0 5 1 3 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 7 1 1 0 1 0 0 0 0 2 2 0 0 1 1 0 5 1 0 0 0 0 2 1 5 3 0 0 2 0 0 1 0 0 2 1 0 0 1 0 0 0 2 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 2 0 2 1 0 0 0 0 1 0 0 0 0 1 2 0 1 0 1 0 0 1 1 0 0 1 1 1 1 0 2 0 3 0 0 0 0
"bitter" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 0 3 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0
"blind" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 2 1 0 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0
"bold" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
"bright" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 2 0 0 0 3 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0
"brilliant" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 2 0 0 0 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0
"busy" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 3 0 1 0 0 0 1 2 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 2 1 0 0 2 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 2 1 0 1 0 2 0 0 0 1 9 0 0 0 9 0 5 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 7 0 0 1 1 0 1 0 2 3 0 0 0 2 0 0 3 1 0 0 0 1 0 1 2 3 1 0 2 0 0 0 0 0 0 1 1 0 1 1 0 0 3 2 0 0 1 0 0 0 0 0 0 0 3 0 4 0 1 1 3 5 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 3 0 0 0 0
"calm" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 0 1 0 0 0 2 1 0 1 2 1 0 0 1 2 1 0 1 0 0 0 0 0 1 0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 6 0 0 0 6 0 4 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 5 1 0 0 0 0 0 0 2 3 1 0 0 0 1 0 2 0 0 0 0 0 1 0 2 1 1 0 1 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 3 2 1 1 0 0 0 0 0 2 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 6 0 0 1 0
"capable" 0 1 0 0 0 0 1 1 1 0 0 1 0 0 1 5 0 0 2 1 0 2 1 0 2 2 0 0 0 2 6 2 1 1 0 0 1 1 1 0 0 1 0 3 1 0 1 0 4 2 0 0 0 1 0 0 0 1 2 0 0 1 0 0 1 0 0 1 1 0 2 4 1 2 1 0 0 0 1 3 0 0 0 0 1 1 0 1 0 1 3 1 1 1 0 1 6 1 1 1 0 2 2 3 1 5 15 0 0 1 15 2 8 0 0 1 1 0 0 0 0 1 1 3 0 0 0 0 2 1 0 1 0 2 0 2 0 0 19 2 0 0 2 0 3 0 4 5 0 1 1 1 0 2 3 4 0 0 0 1 1 1 3 3 1 0 5 0 1 0 1 0 3 3 0 0 5 0 0 0 2 3 0 0 5 0 0 0 0 1 2 0 1 0 4 0 1 1 4 3 0 0 1 0 0 0 0 2 1 4 0 0 2 1 4 1 0 2 1 0 0 1 1 2 1 1 0 1 0 0 2 0 1 0 3 1 5 2 0 5 1 6 0 0 0 0
"careful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0
"careless" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 2 2 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 1 5 0 0 1 4 1 4 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 5 2 0 0 1 0 0 0 1 1 0 0 0 0 0 1 2 3 0 0 0 0 0 2 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 2 3 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0
"cautious" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"certain" 0 1 1 0 0 0 0 0 1 0 0 2 0 1 1 7 0 2 1 0 0 2 4 0 3 0 0 1 1 0 5 2 0 0 0 0 0 1 2 3 0 0 0 0 0 0 2 1 5 4 0 1 0 1 0 0 2 0 1 0 0 0 1 0 0 0 0 2 0 1 4 1 0 2 0 1 0 0 0 1 0 0 0 0 0 3 0 0 1 1 3 0 2 1 0 0 2 1 0 2 0 0 0 2 0 6 16 0 0 0 13 3 6 1 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 2 0 0 1 0 0 2 1 0 17 2 0 0 0 1 1 0 2 7 0 1 0 0 0 0 10 2 1 0 1 0 1 1 4 4 1 0 5 0 0 0 0 0 3 2 0 0 4 0 1 2 6 2 0 0 2 0 0 2 0 0 2 0 0 0 7 1 2 2 3 9 0 0 0 0 0 0 0 2 0 5 1 0 4 1 1 0 0 2 1 0 1 0 2 2 1 1 0 0 0 0 1 0 1 0 3 2 0 2 0 2 0 11 0 0 1 0
"charming" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 0 1 0 1 1 4 0 0 0 4 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 4 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
"cheap" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0
"cheerful" 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 4 1 4 1 0 0 1 3 0 0 0 0 0 0 0 3 4 0 0 0 1 1 0 0 1 0 1 0 2 0 0 0 1 2 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 1 2 0 0 0 0 0 1 0 0 0 0 1 3 0 0 0 1 4 0 0 1 0 1 4 0 0 0 0 0 0 1 1 8 9 1 0 0 6 2 5 0 0 1 0 0 0 3 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 11 2 0 1 1 0 0 0 1 4 1 0 1 0 1 0 6 2 1 1 0 0 0 0 4 2 0 0 4 0 0 1 0 0 2 0 0 0 2 1 0 0 3 2 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 3 0 0 0 0 0 0 2 0 0 2 0 1 3 0 0 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 1 0 0 0 3 2 1 1 0 1 0 5 0 1 0 1
"clever" 0 0 0 0 0 0 0 0 0 0 1 1 0 1 3 6 0 1 0 0 0 1 1 0 4 0 1 0 0 0 7 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 2 0 0 0 0 1 1 0 0 1 0 0 3 0 0 0 0 5 0 1 0 1 1 1 1 0 0 0 0 0 3 0 4 13 1 0 3 9 2 7 0 0 1 0 0 1 0 3 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 1 2 11 1 0 3 0 0 0 1 2 2 0 0 1 2 1 0 3 1 0 0 0 0 0 0 4 0 2 0 6 0 1 0 0 1 2 0 0 0 4 0 0 0 0 1 1 0 2 1 0 1 0 0 0 0 0 1 2 1 2 6 5 4 0 1 0 0 2 0 0 0 1 5 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 3 0 1 0 0 2 1 5 0 0 2 1
